,Date,Shape,Location,State,Country,Lat,Lng,Closest Airport,Closest Airport Address,Closest Military Base,Closest Military Base Address
141,1/16/2016,Disk ,Manassas Park ,VA ,USA ,38.7840035,-77.4697111,Dulles International Airport,"1 Saarinen Circle, Dulles",US Army Department,"5611 Columbia Pike, Falls Church"
142,1/16/2016,Fireball ,Roseburg ,OR ,USA ,43.216505,-123.3417381,Umpqua River Farm,Umpqua,U.S. Army Roseburg Recruiting Station,"780 NW Garden Valley Blvd #58, Roseburg"
143,1/16/2016,Disk ,Florham Park ,NJ ,USA ,40.787878,-74.3882072,Newark Liberty International Airport,"3 Brewster Road, Newark",United States Department of the Army,"Area Command, Brooklyn"
144,1/16/2016,Circle ,Sacramento ,CA ,USA ,38.5815719,-121.4943996,,,270th Military Police Company,"8410 Okinawa St, Sacramento"
145,1/16/2016,Oval ,Neskowin ,OR ,USA ,45.1067722,-123.9842817,Bushnell,Sheridan,National Guard,"1510 3rd St, Tillamook"
146,1/16/2016,Circle ,Denvile ,NJ ,USA ,40.8923212,-74.47737750000002,Newark Liberty International Airport,"3 Brewster Road, Newark",United States Department of the Army,"Area Command, Brooklyn"
147,1/16/2016,Cigar/Cylinder ,Mill Spring ,NC ,USA ,35.2978105,-82.1619441,Asheville Regional Airport,"61 Terminal Drive #1, Fletcher",US Army Reserve,Asheville
148,1/16/2016,Circle ,Deerfield Beach ,FL ,USA ,26.3184123,-80.09976569999999,Fort Lauderdale-Hollywood International Airport,"100 Terminal Drive, Fort Lauderdale",MILITARY TRL at TOWN CTR RD,Boca Raton
149,1/16/2016,Oval ,Woodside ,NY ,USA ,40.7532952,-73.9068973,Valera Global,"36-36 33rd Street, Long Island City",United States Department of the Army,"Area Command, Brooklyn"
150,1/16/2016,Other ,Greensburg ,PA ,USA ,40.3014581,-79.5389289,Helicopters By Davis Aviation,Greensburg,US Navy Department,"625 E Pittsburgh McKeesport Blvd, North Versailles"
151,1/16/2016,Oval ,Woodside ,NY ,USA ,40.7532952,-73.9068973,Valera Global,"36-36 33rd Street, Long Island City",United States Department of the Army,"Area Command, Brooklyn"
152,1/16/2016,Other ,Amery/Star Prairie ,WI ,USA ,45.1984822,-92.5307821,Danielson Landing Field,Star Prairie,CC Military Surplus - Saint Paul,"2626 White Bear Ave, Maplewood"
153,1/17/2016,Triangle ,San Francisco ,CA ,USA ,37.7749295,-122.4194155,,,US Defense Department,"1265 Borregas Ave, Sunnyvale"
154,1/17/2016,Triangle ,Accord ,NY ,USA ,41.7856489,-74.2290366,New York Stewart International Airport,"1180 1st Street, New Windsor",Richard's Military Post Exchange,"264 E Main St, Port Jervis"
155,1/17/2016,Other ,New York City  ,NY ,USA ,40.7127753,-74.0059728,Saker Aviation Services,"6 East River Greenway, Bikeway",United States Department of the Army,"Area Command, Brooklyn"
156,1/17/2016,Lights Only ,Angleton ,TX ,USA ,29.16941,-95.4318847,Houston Southwest Airport,"503 McKeever Road, Arcola",Help Our Military Endure,"17629 El Camino Real, Houston"
157,1/17/2016,Other ,Ponte Vedra ,FL ,USA ,30.2400058,-81.3852595,Jacksonville International Airport,"2400 Yankee Clipper Drive, Jacksonville",US Defense Department,"Roosevelt Blvd, Jacksonville Naval Air Station"
158,1/17/2016,Other ,Mineola ,TX ,USA ,32.6631884,-95.4882896,Brady Field,Grand Saline,US Army Tyler CO HQ,"1201 E 5th St, Tyler"
159,1/17/2016,Other ,Joppatown ,MD ,USA ,39.4290415,-76.3557028,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US Army Reserve Depot,"700 E Ordnance Rd, Baltimore"
160,1/18/2015,Lights Only ,Panama City Beach ,FL ,USA ,30.1765914,-85.8054879,Northwest Florida Beaches International Airport,"6300 West Bay Parkway, Panama City",US Army Department,"1215 15th St, Panama City"
161,1/18/2015,Triangle ,Laurel ,MT ,USA ,45.6691159,-108.7715328,Terminal,"1901 Terminal Circle, Billings",US Army Department,"2671 Gabel Rd, Billings"
162,1/18/2016,Fireball ,Bakersfield ,CA ,USA ,35.3732921,-119.0187125,,,US Army Department,"1512 S P St, Bakersfield"
163,1/18/2016,Lights Only ,Coleman ,WI ,USA ,45.0649843,-88.0342701,J. Douglas Bake Memorial Airport,"2983 Airport Road, Oconto",U.S. Army Recruiting Station - Marinette,"3511 Murray St Suite 102, Marinette"
164,1/18/2016,Circle ,Hillsboro ,ND ,USA ,47.4038683,-97.0620308,Aeroportul Municipal Hillsboro,United States,Mayville Military Park,"101-199 1st St SW, Mayville"
165,1/18/2016,Disk ,Effort ,PA ,USA ,40.9392584,-75.434907,Lehigh Valley International Airport,"3311 Airport Road, Allentown",US Army Reserve,"250 Washington Ave, Hazle Township"
166,1/18/2016,Lights Only ,Scottsdale ,AZ ,USA ,33.4941704,-111.9260519,Helipad 2,"7400 East Osborn Road, Scottsdale",Military Items,"5623 W Glendale Ave, Glendale"
167,1/18/2016,Lights Only ,Manheim ,PA ,USA ,40.16342789999999,-76.3949614,Tallman East,Muir,Coleman's Military Surplus LLC,"360 Klinger Rd, Millersburg"
168,1/18/2016,Lights Only ,Goodyear ,AZ ,USA ,33.4353394,-112.3576567,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
169,1/18/2016,Lights Only ,Heber City ,UT ,USA ,40.5070087,-111.4133234,Spanish Fork Airport,"2050 N 300 W, Spanish Fork",Utah National Guard,"17800 1700 W, Bluffdale"
170,1/18/2016,Lights Only ,Anchorage ,AK ,USA ,61.2180556,-149.9002778,Bryant Army Heliport,Anchorage,US Army Department,"1717 C St, Anchorage"
171,1/19/2016,Circle ,Clio ,MI ,USA ,43.1775256,-83.73412739999999,Bishop International Airport,"3425 West Bristol Road, Flint",US Army Department,"2901 Webber St, Saginaw"
172,1/19/2016,Lights Only ,Camby/Indianapolis ,IN ,USA ,39.6455452,-86.3049611,Indianapolis International Airport,"7800 Col. H. Weir Cook Memorial Drive, Indianapolis",Indiana Army National Guard SSG Wilson,"707 S Rangeline Rd, Carmel"
173,1/19/2016,Other ,Ivor ,VA ,USA ,36.9040391,-76.8996824,Newport News/Williamsburg International Airport,"900 Bland Boulevard, Newport News",US Armed Forces Training,"1100 Executive Dr, Williamsburg"
174,1/19/2016,Oval ,Little Chute ,WI ,USA ,44.2799872,-88.3184394,Green Bay Austin Straubel International Airport,"2077 Airport Drive, Green Bay",Navy Operational Support Center,"2949 Ramada Way, Green Bay"
175,1/19/2016,Disk ,Foley ,MN ,USA ,45.6646892,-93.90970089999999,St. Cloud Regional Airport,"1550 45th Avenue Southeast, St. Cloud",Camp Ripley - Minnesota National Guard,"15000 MN-115, Little Falls"
176,1/19/2016,Lights Only ,Cedar Springs ,MI ,USA ,43.2233604,-85.5514237,Gerald R. Ford International Airport,"5500 44th Street Southeast, Grand Rapids",US Army Reserve,"3870 3 Mile Rd NW, Grand Rapids"
177,1/19/2016,Fireball ,Millville ,NJ ,USA ,39.4020596,-75.0393438,Atlantic City International Airport,"101 Atlantic City International Airport, Egg Harbor Township",US Army Recruiting,"NJ-77, Bridgeton"
178,1/2/2011,Lights Only ,Middleburg Heights ,OH ,USA ,41.3614401,-81.812912,Cleveland Hopkins International Airport,"5300 Riverside Drive, Cleveland",Us Army ROTC,University Heights
179,1/2/2016,Fireball ,Dickinson ,ND ,USA ,46.8791756,-102.7896242,Dickinson Theodore Roosevelt Regional Airport,"11120 42nd Street Southwest, Dickinson",North Dakota Army National Guard Recruiting,"46 W Museum Dr, Dickinson"
180,1/2/2016,Fireball ,Billings ,MT ,USA ,45.7832856,-108.5006904,Terminal,"1901 Terminal Circle, Billings",US Army Department,"2671 Gabel Rd, Billings"
181,1/2/2016,Fireball ,Meadville ,PA ,USA ,41.6414438,-80.15144839999999,Erie International Airport,"4411 West 12th Street, Erie",US Marine Corps,Fowler
182,1/2/2016,Other ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,Military Items,"5623 W Glendale Ave, Glendale"
183,1/2/2016,Other ,Spring Hill ,TN ,USA ,35.751179,-86.9300023,Nashville International Airport,"1 Terminal Drive, Nashville",US Army Department,"110 9th Ave S, Nashville"
184,1/2/2016,Fireball ,Imperial Beach ,CA ,USA ,32.5839444,-117.1130849,San Diego International Airport,"3225 North Harbor Drive, San Diego",Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
185,1/2/2016,Oval ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,Military Items,"5623 W Glendale Ave, Glendale"
186,1/2/2016,Lights Only ,Meridian ,ID ,USA ,43.6121087,-116.3915131,Boise Airport,"3201 West Airport Way #1000, Boise",US Army Department,"4279 W Harvard St, Boise"
187,1/2/2016,Lights Only ,Albuquerque ,NM ,USA ,35.0843859,-106.650422,Albuquerque Rgnl Medical Center,Albuquerque,Museum of Military Families,"b, 546 NM-333, Tijeras"
188,1/2/2016,Orb/Sphere ,El Cajon ,CA ,USA ,32.7947731,-116.9625269,,,Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
189,1/2/2016,Orb/Sphere ,Cape Coral ,FL ,USA ,26.5628537,-81.9495331,Southwest Florida International Airport,"11000 Terminal Access Road, Fort Myers",Military Recruiting Office- U.S. Army Naples,"2275 Pine Ridge Rd, Naples"
190,1/2/2016,Unknown ,Spurger ,TX ,USA ,30.6912029,-94.17742969999999,Jasper County-Bell Field,"163 Carnes Manning Drive, Jasper",U.S. Army Recruiting Office,"334 E Gibson St, Jasper"
191,1/2/2016,Unknown ,Aurora ,IN ,USA ,39.0570022,-84.9013402,Cincinnati/Northern Kentucky International Airport,"3087 Terminal Drive, Hebron",US Government Army,"75 Carmel Manor Rd, Fort Thomas"
192,1/2/2016,Unknown ,Langhorne ,PA ,USA ,40.1745538,-74.92266649999999,Bradford Field,Flemington,US Army Inventory Research,"S 2nd St, Philadelphia"
193,1/2/2016,Orb/Sphere ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,Military Items,"5623 W Glendale Ave, Glendale"
194,1/2/2016,Orb/Sphere ,Oklahoma City ,OK ,USA ,35.4675602,-97.5164276,St. Anthony Heliport,Oklahoma City,US Army Recruiting Office Moore,"9208 S. Western Brookwood Shopping Center, Oklahoma City"
195,1/2/2016,Triangle ,Gallatin ,TN ,USA ,36.3883809,-86.4466599,Nashville International Airport,"1 Terminal Drive, Nashville",US Army Department,"110 9th Ave S, Nashville"
196,1/2/2016,Triangle ,Norwich ,CT ,USA ,41.5242649,-72.07591049999999,Groton - New London Airport,"155 Tower Avenue, Groton",US Army Department,"536 Spring St, Windsor Locks"
197,1/2/2016,Disk ,Lighthouse Point ,FL ,USA ,26.275636,-80.08726539999999,Fort Lauderdale-Hollywood International Airport,"100 Terminal Drive, Fort Lauderdale",MILITARY TRL at TOWN CTR RD,Boca Raton
198,1/2/2016,Disk ,Ashland ,OH ,USA ,40.8686675,-82.3182178,Mansfield Lahm Regional Airport,"2000 Harrington Memorial Road, Mansfield",US Army Recruiting Company Medina,"44 Public Square #100, Medina"
199,1/2/2016,Disk ,Annapolis ,MD ,USA ,38.9784453,-76.4921829,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US Military District-Wa Public,Washington
200,1/2/2016,Triangle ,Pound Ridge ,NY ,USA ,41.208442,-73.57482,Westchester County Airport,"240 Airport Road, White Plains",Division of Military and Naval Affairs,"643 Park Ave, New York"
201,1/2/2016,Lights Only ,Black Canyon City ,AZ ,USA ,34.0774991,-112.1295121,Pleasant Valley Airport,"1276, 8700 West Carefree Highway, Peoria",Army Recruiting Arrowhead,"17570 N 75th Ave Suite 610, Glendale"
202,1/2/2016,Circle ,Hollywood ,FL ,USA ,26.0112014,-80.1494901,,,MILITARY TRL at TOWN CTR RD,Boca Raton
203,1/2/2016,Circle ,Scarborough ,ME ,USA ,43.5901974,-70.33449209999999,Portland International Jetport,"1001 Westbrook Street, Portland",Maine Military Museum & Learning Center,"50 Peary Terrace, South Portland"
204,1/2/2016,Circle ,Whitmire ,SC ,USA ,34.5029145,-81.6114932,Carolina Cow Country Airport,Clinton,US Army Reserve,"1514 SC-72, Greenwood"
205,1/2/2016,Lights Only ,Doraville ,GA ,USA ,33.8981579,-84.2832564,Hartsfield-Jackson Atlanta International Airport,"6000 North Terminal Parkway, Atlanta",Military Depot,"13680 Arnold Mill Rd A, Roswell"
206,1/2/2016,Lights Only ,Pittsburgh ,PA ,USA ,40.44062479999999,-79.9958864,US Steel Rooftop Heliport,Pittsburgh,US Navy Department,"625 E Pittsburgh McKeesport Blvd, North Versailles"
207,1/2/2016,Lights Only ,Salt Lake City ,UT ,USA ,40.7607793,-111.8910474,American Towers Heliport,Salt Lake City,Utah National Guard,"17800 1700 W, Bluffdale"
208,1/2/2016,Lights Only ,Salem ,OR ,USA ,44.9428975,-123.0350963,Salem Health Hospital Helipad,"890 Oak Street Southeast building a, Salem",Military Department,"1776 Militia Way SE, Salem"
209,1/2/2016,Lights Only ,St. Paul ,MN ,USA ,44.9537029,-93.0899578,Saint Paul Ramsey Medical Center Heliport,Saint Paul,Military Issue,"640 Taft St NE, Minneapolis"
210,1/2/2016,Lights Only ,Cornelius ,OR ,USA ,45.5202404,-123.0470484,Mountaindale Airstrip,Banks,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
211,1/2/2016,Lights Only ,Goose Creek ,SC ,USA ,32.9810059,-80.03258670000001,Charleston International Airport,"5500 International Boulevard, North Charleston",US Army Charleston CO HQ,"4600 Goer Dr, North Charleston"
212,1/2/2016,Lights Only ,Tempe ,AZ ,USA ,33.4255104,-111.9400054,Helipad,"1-199 West Hudson Lane, Tempe",Military Items,"5623 W Glendale Ave, Glendale"
213,1/20/2016,Rectangle ,Levittown ,PA ,USA ,40.1551096,-74.8287747,Bradford Field,Flemington,Defense Logistics Agency Troop Support,"700 Robbins St, Philadelphia"
214,1/20/2016,Circle ,Montpelier ,VT ,USA ,44.26005929999999,-72.5753869,Morrisville-Stowe State Airport,"2305 Laporte Road, Morristown",US Army Department,"789 Vermont National Guard Rd, Colchester"
215,1/20/2016,Circle ,Barre Town ,VT ,USA ,44.1608357,-72.44839069999999,Morrisville-Stowe State Airport,"2305 Laporte Road, Morristown",Army Mountain Warfare School,"8 Mountain School Rd, Jericho"
216,1/20/2016,Other ,Norwich/Thetford ,VT ,USA ,43.8250578,-72.2434689,Lebanon Municipal Airport,"5 Airpark Road, West Lebanon",National Guard,"99 Fairground Rd, Bradford"
217,1/20/2016,Lights Only ,Las Vegas ,NV ,USA ,36.1699412,-115.1398296,Big Land Desert City,"160 Las Vegas Boulevard North, Las Vegas",US Army Department,"2901 E Sahara Ave, Las Vegas"
218,1/20/2016,Lights Only ,Sunnyside ,WA ,USA ,46.3237423,-120.0086538,Airport Maintenance Shop,"3106 West Washington Avenue, Yakima",US Army Department,"Pomona Rd, Yakima"
219,1/21/2015,Orb/Sphere ,West Danville ,VT ,USA ,44.4078953,-72.2104832,Morrisville-Stowe State Airport,"2305 Laporte Road, Morristown",US Army Recruiting,"796 Meadow St, Littleton"
220,1/21/2016,Fireball ,North Canton ,OH ,USA ,40.875891,-81.4023356,Akron-Canton Airport,"5400 Lauby Road NW, North Canton",Stars-N-Stripes Co. Flags and Military,"541 W Tuscarawas Ave, Barberton"
221,1/21/2016,Circle ,Clayton ,CA ,USA ,37.9410341,-121.9357925,Napa County Airport,"2030 Airport Road, Napa",Military Ocean Terminal Concord,"5110 Port Chicago Hwy, Concord"
222,1/21/2016,Unknown ,Asheville ,NC ,USA ,35.5950581,-82.5514869,Asheville Regional Airport,"61 Terminal Drive #1, Fletcher",US Army Reserve,Asheville
223,1/21/2016,Orb/Sphere ,Burbank ,CA ,USA ,34.1808392,-118.3089661,Haskell Gamer Company,"Haskell Ave, Burbank",US Army Department,Los Alamitos
224,1/21/2016,Unknown ,Asheville ,NC ,USA ,35.5950581,-82.5514869,Asheville Regional Airport,"61 Terminal Drive #1, Fletcher",US Army Reserve,Asheville
225,1/21/2016,Disk ,Manassas Park ,VA ,USA ,38.7840035,-77.4697111,Dulles International Airport,"1 Saarinen Circle, Dulles",US Army Department,"5611 Columbia Pike, Falls Church"
226,1/21/2016,Oval ,Santa Maria ,CA ,USA ,34.9530337,-120.4357191,San Luis Obispo County Regional Airport,"975 Airport Drive, San Luis Obispo",U.S ARMY SAN LUIS OBISPO RECRUITING STATION,"3860 Broad St #3c, San Luis Obispo"
227,1/21/2016,Disk ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,Military Items,"5623 W Glendale Ave, Glendale"
228,1/21/2016,Cigar/Cylinder ,Maywood ,CA ,USA ,33.9866807,-118.185349,,,US Army Department,Los Alamitos
229,1/21/2016,Orb/Sphere ,Skokie ,IL ,USA ,42.0324025,-87.7416246,O'Hare International Airport,"10000 West O'Hare Avenue, Chicago",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
230,1/21/2016,Triangle ,Durham ,NC ,USA ,35.9940329,-78.898619,Raleigh-Durham International Airport,"John Brantley Boulevard, Morrisville",US Army Department,Durham
231,1/22/2016,Lights Only ,Appleton ,WI ,USA ,44.2619309,-88.41538469999999,Green Bay Austin Straubel International Airport,"2077 Airport Drive, Green Bay",Navy Operational Support Center,"2949 Ramada Way, Green Bay"
232,1/22/2016,Fireball ,Hoquiam ,WA ,USA ,46.97704299999999,-123.8839028,Westport Airport,"215 I Street, Westport",US Army Reserve,Montesano
233,1/22/2016,Lights Only ,Salt Lake City ,UT ,USA ,40.7607793,-111.8910474,American Towers Heliport,Salt Lake City,Utah National Guard,"17800 1700 W, Bluffdale"
234,1/22/2016,Other ,Tacoma ,WA ,USA ,47.2528768,-122.4442906,Saint Joseph Hospital Heliport,Tacoma,Us Army,"13 A Bldg99, Lewis Mcchord"
235,1/22/2016,Disk ,Centreville ,VA ,USA ,38.8403909,-77.42887689999999,,,US Army Department,"5611 Columbia Pike, Falls Church"
236,1/22/2016,Other ,Middle Village ,NY ,USA ,40.717372,-73.87425,,,United States Department of the Army,"Area Command, Brooklyn"
237,1/22/2016,Cigar/Cylinder ,Antinito ,CO ,USA ,37.079179,-106.0086329,San Luis Valley Regional Airport,"2490 State Avenue, Alamosa",US Navy Department,"817 Main St, Alamosa"
238,1/23/2016,Lights Only ,Council Grove ,KS ,USA ,38.6611187,-96.49194729999999,Marshall Army Airfield,Fort Riley,Us Army,"301 Marshall Ave, Fort Riley"
239,1/23/2016,Lights Only ,Quartzsite ,AZ ,USA ,33.6639137,-114.2299486,Blythe VORTAC BLH 117.4,Blythe,US Army Department,"Yuma Proving Ground, Yuma"
240,1/23/2016,Cigar/Cylinder ,Pasadena ,CA ,USA ,34.1477849,-118.1445155,Helipad,"47 Congress Street, Pasadena",US Army Department,Los Alamitos
241,1/23/2016,Unknown ,Honolulu ,HI ,USA ,21.3069444,-157.8583333,Kuakini Medical Center Heliport,"347 North Kuakini Street, Honolulu",Airsoft Military,"2566 Cartwright Rd, Honolulu"
242,1/23/2016,Orb/Sphere ,Concord ,CA ,USA ,37.9779776,-122.0310733,,,U.S Army Camp Parks,"1001-1133 12th St, Dublin"
243,1/23/2016,Fireball ,Franklin ,TN ,USA ,35.9250637,-86.8688899,Nashville International Airport,"1 Terminal Drive, Nashville",US Army Department,"110 9th Ave S, Nashville"
244,1/23/2016,Triangle ,Orting ,WA ,USA ,47.0978795,-122.2042824,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Us Army,"13 A Bldg99, Lewis Mcchord"
245,1/23/2016,Triangle ,Azusa ,CA ,USA ,34.1336186,-117.9075627,,,US Army Department,Los Alamitos
246,1/23/2016,Egg ,Yuma ,AZ ,USA ,32.6926512,-114.6276916,Yuma International Airport,"2191 East 32nd Street #218, Yuma",US Navy Department,"Marine Corps Air Station, Yuma"
247,1/23/2016,Triangle ,Stafford ,VA ,USA ,38.4220687,-77.4083086,Shannon Airport-EZF,"3380 Shannon Airport Circle, Fredericksburg",Us Army,"8725 John J Kingman Rd #235, Fort Belvoir"
248,1/23/2016,Other ,Niles ,MI ,USA ,41.8297694,-86.2541768,South Bend International Airport,"4477 Progress Drive, South Bend",US Army Reserve,"3401 Boland Dr, South Bend"
249,1/23/2016,Lights Only ,Huntington ,TX ,USA ,31.2776969,-94.5770539,Angelina County Airport-Lfk,"800 Airport Boulevard, Burke",US Army National Guard Recruiting,"709 E College St, Nacogdoches"
250,1/23/2016,Lights Only ,Santa Fe ,NM ,USA ,35.6869752,-105.937799,,,National Guard,"2011 Industrial Park Rd, Española"
251,1/23/2016,Fireball ,Spring ,TX ,USA ,30.0799405,-95.41716009999999,George Bush Intercontinental Airport,"2800 North Terminal Road, Houston",Top Brass Military & Tactical,"2500 North Fwy, Houston"
252,1/23/2016,Circle ,Long Beach ,CA ,USA ,33.7700504,-118.1937395,Heliport,"525 East Seaside Way, Long Beach",US Army Department,Los Alamitos
253,1/24/2013,Rectangle ,Lubbock ,TX ,USA ,33.5778631,-101.8551665,Lubbock Preston Smith International Airport,"5401 North Martin L King Boulevard, Lubbock",US Army Department,"301 E Regis St, Lubbock"
254,1/24/2015,Lights Only ,Irving ,TX ,USA ,32.8140177,-96.9488945,Phil L Hudson Municipal Airport,Mesquite,Military Masters,Mesquite
255,1/24/2016,Unknown ,Virginia Beach ,VA ,USA ,36.8529263,-75.97798499999999,Norfolk International Airport,"2200 Norview Avenue, Norfolk",203rd RED HORSE Squadron - Virginia Air National Guard,"203 Red Horse Dr #4859, Virginia Beach"
256,1/24/2016,Fireball ,Henderson ,NV ,USA ,36.0395247,-114.9817213,McCarran International Airport,"5757 Wayne Newton Boulevard, Las Vegas",US Army Department,"2901 E Sahara Ave, Las Vegas"
257,1/24/2016,Fireball ,Lakveville ,MN ,USA ,44.6496868,-93.24271999999999,Minneapolis−Saint Paul International Airport,MN,Military Issue,"640 Taft St NE, Minneapolis"
258,1/24/2016,Lights Only ,Damascus ,MD ,USA ,39.2884381,-77.2038716,Norwood,Sandy Spring,Us Army,"1413 Research Blvd, Rockville"
259,1/24/2016,Lights Only ,Bolton ,NY ,USA ,43.5571024,-73.6551052,The Floyd Bennett Memorial Airport (GFL),"443 Queensbury Avenue, Queensbury",US Navy Department,"959 U.S. 9, Queensbury"
260,1/24/2016,Lights Only ,Sterling ,IL ,USA ,41.788642,-89.69621939999999,Tautz Brothers Airport,"Apple Hill Road, Mount Carroll Historic District",Department of the Army,"4999 Lock Rd, Fulton"
261,1/24/2016,Lights Only ,Loveland ,CO ,USA ,40.3977612,-105.0749801,Boulder Municipal Airport-BDU,"3327 Airport Road, Boulder",Army Recruiting Longmont,"1834 Main St Unit 3, Longmont"
262,1/24/2016,Lights Only ,Montevallo ,AL ,USA ,33.1006746,-86.86415579999999,Commander Airpark Inc,Wilsonville,US Army Reserve,"255 W Oxmoor Rd, Birmingham"
263,1/24/2016,Lights Only ,Huntingdon ,TN ,USA ,36.0006178,-88.4281063,Henry County Airport,"1949 Diggs Road, Paris",U.S. ARMY AND ARMY RESERVE RECRUITING CENTER,"113 Regina Street, Martin"
264,1/24/2016,Lights Only ,Four Oaks ,NC ,USA ,35.4448836,-78.4269489,Seymour Johnson Air Force Base Education Center and Library,"1330 Cannon Avenue, Goldsboro",North Carolina Department of Military and Veterans Affairs,"4001 MSC, 413 N Salisbury St, Raleigh"
265,1/24/2016,Lights Only ,Auburn ,WA ,USA ,47.30732279999999,-122.2284532,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Us Army,"13 A Bldg99, Lewis Mcchord"
266,1/24/2016,Lights Only ,Whitestone ,NY ,USA ,40.7920449,-73.8095574,John F. Kennedy International Airport,NY,United States Department of the Army,"Area Command, Brooklyn"
267,1/24/2016,Circle ,Reno ,NV ,USA ,39.5296329,-119.8138027,Reno-Tahoe International Airport,"2001 East Plumb Lane, Reno",Us Navy Junior ROTC,"1350 Baring Blvd, Sparks"
268,1/24/2016,Unknown ,Lake Elsinore ,CA ,USA ,33.6680772,-117.3272615,Riverside Municipal Airport,"6951 Flight Road, Riverside",US Defense Department,"26722 Plaza, Mission Viejo"
269,1/24/2016,Cross ,Douglas ,GA ,USA ,31.5088073,-82.8498654,Douglas Municipal Gene Chambers Airport,"440 Elton D Brooks Boulevard, Douglas",US Army Reserve,"718 Garlington Ave, Waycross"
270,1/24/2016,Orb/Sphere ,Ridgecrest ,CA ,USA ,35.6224561,-117.6708966,Inyokern Airport,"1669 Airport Road, Inyokern",U.S. ARMY RIDGECREST RECRUITING CENTER,"858B N China Lake Blvd, Ridgecrest"
271,1/25/1995,Disk ,"Washington, DC  ",MD ,USA ,38.9071923,-77.0368707,General Aviation Airport Coalition,"1130 Connecticut Avenue Northwest, Washington",US Army Department,"5611 Columbia Pike, Falls Church"
272,1/25/2015,Fireball ,Buckeye ,AZ ,USA ,33.3703197,-112.5837766,Phoenix Goodyear Airport,"1658 South Litchfield Road, Goodyear",Military Items,"5623 W Glendale Ave, Glendale"
273,1/25/2015,Lights Only ,Westport ,CT ,USA ,41.1414717,-73.3579049,Westchester County Airport,"240 Airport Road, White Plains",WASHINGTON GREYS MILITARY CADETS,"10 W 195th St, Bronx"
274,1/25/2016,Lights Only ,New Braunfels ,TX ,USA ,29.7030024,-98.1244531,San Antonio International Airport,"9800 Airport Boulevard, San Antonio",Us Army,"7830 Louis Pasteur Dr, San Antonio"
275,1/25/2016,Lights Only ,Knox,TN ,USA ,35.9874629,-83.9419784,Knoxville Downtown Island,"2701 Spence Place, Knoxville",Tennessee Military Department,"208 Post Ave, Louisville"
276,1/25/2016,Orb/Sphere ,Columbia ,SC ,USA ,34.0007104,-81.0348144,Columbia Metropolitan Airport,"3250 Airport Boulevard, West Columbia",United States Department of Army,"5450 Strom Thurmond Blvd # 208, Columbia"
277,1/25/2016,Disk ,Manchester ,CT ,USA ,41.7759301,-72.52150089999999,Bradley International Airport,"Schoephoester Road, Windsor Locks",US Army Reserve,"Bldg 5550, Chicopee"
278,1/25/2016,Oval ,Salem ,OR ,USA ,44.9428975,-123.0350963,Salem Health Hospital Helipad,"890 Oak Street Southeast building a, Salem",Military Department,"1776 Militia Way SE, Salem"
279,1/25/2016,Diamond ,Seneca ,KS ,USA ,39.834165,-96.06416759999999,Sabetha Municipal Airport-K83,"100 Airport Road, Sabetha",US Army Reserve,"Highway 77 N, Wymore"
280,1/25/2016,Rectangle ,Salem ,NM ,USA ,32.71274880000001,-107.2045841,Burris 'E' Ranch Airport,Deming,Las Cruces US Army Recruiting Center,"3961 E Lohman Ave #18, Las Cruces"
281,1/25/2016,Rectangle ,Boynton Beach ,FL ,USA ,26.5317866,-80.0905465,,,MILITARY TRL at TOWN CTR RD,Boca Raton
282,1/25/2016,Orb/Sphere ,San Diego ,CA ,USA ,32.715738,-117.1610838,,,Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
283,1/26/2016,Other ,Moncks Corner ,SC ,USA ,33.1960027,-80.01313739999999,Charleston International Airport,"5500 International Boulevard, North Charleston",US Army Charleston CO HQ,"4600 Goer Dr, North Charleston"
284,1/26/2016,Lights Only ,Route 66 West  ,VA ,USA ,38.3953851,-79.95244,Smith Field,McDowell,US Army Department,Upperglade
285,1/26/2016,Unknown ,Denver ,CO ,USA ,39.7392358,-104.990251,Denver Airport Town Car,"25 East 5th Avenue, Denver",US Army Department,"721 19th St #485, Denver"
286,1/26/2016,Circle ,Rohnert Park ,CA ,USA ,38.3396367,-122.7010984,Napa County Airport,"2030 Airport Road, Napa",US Army Department,"711 Hillcrest Ave, Benicia"
