,Date,Shape,Location,State,Country,Lat,Lng,Closest Airport,Closest Airport Address,Closest Military Base,Closest Military Base Address
1129,2016-03-25,Triangle ,Milwaukie ,OR ,USA ,45.4465305,-122.6322812,Clackamas County Redsoils Heliport,Oregon City,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
1130,2016-03-25,Orb/Sphere ,Kirkland/Kenmore ,WA ,USA ,47.7583576,-122.2496863,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
1131,2016-03-25,Orb/Sphere ,Fairbanks ,AK ,USA ,64.8377778,-147.7163888,Fairbanks International Airport,"6450 Airport Way, Fairbanks",U.S. Army Fairbanks Recruiting Station,"505 Old Steese Hwy suite 101 a, Fairbanks"
1132,2016-03-25,Triangle ,Reseda ,CA ,USA ,34.2011141,-118.5360517,West Valley Area Heliport,Reseda,US Army Department,Los Alamitos
1133,2016-03-25,Lights Only ,Bainbridge Island ,WA ,USA ,47.62487910000001,-122.5210007,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
1134,2016-03-25,Triangle ,Gouldsboro ,PA ,USA ,41.2445293,-75.4560183,Wilkes-Barre Scranton International Airport,"100 Terminal Road, Avoca",US Army Reserve Center,Tobyhanna
1135,2016-03-25,Circle ,Bridgton ,ME ,USA ,44.0548021,-70.71286839999999,Maheu Airport,Minot,Maine Military Museum & Learning Center,"50 Peary Terrace, South Portland"
1136,2016-03-25,Circle ,Acworth ,GA ,USA ,34.0659329,-84.6768796,Fulton County Airport - Brown Field (FTY),"3952 Aviation Circle Northwest, Atlanta",Military Depot,"13680 Arnold Mill Rd A, Roswell"
1137,2016-03-26,Lights Only ,Riverside ,CA ,USA ,33.9806005,-117.3754942,City Hall Heliport,"3101 Main Street, Riverside",US Defense Department,"26722 Plaza, Mission Viejo"
1138,2016-03-26,Lights Only ,White Plains ,MD ,USA ,38.5911751,-76.94236719999999,Ronald Reagan Washington National Airport,"2401 Smith Boulevard, Arlington",Us Army,"8725 John J Kingman Rd #235, Fort Belvoir"
1139,2016-03-26,Triangle ,Fort Collins ,CO ,USA ,40.5852602,-105.084423,,,Army Recruiting Longmont,"1834 Main St Unit 3, Longmont"
1140,2016-03-26,Fireball ,Pembroke Pines ,FL ,USA ,26.007765,-80.2962555,,,MILITARY TRL at TOWN CTR RD,Boca Raton
1141,2016-03-26,Egg ,Sacramento ,CA ,USA ,38.5815719,-121.4943996,,,270th Military Police Company,"8410 Okinawa St, Sacramento"
1142,2016-03-26,Lights Only ,North Hollywood ,CA ,USA ,34.187044,-118.3812562,,,US Army Department,Los Alamitos
1143,2016-03-26,Fireball ,Sequim ,WA ,USA ,48.0795365,-123.1018438,Harbord Field,Sequim,US Navy Department,"610 Dowell Rd, Keyport"
1144,2016-03-26,Rectangle ,Globe ,AZ ,USA ,33.3942223,-110.7864984,San Carlos Apache Airport-P13,"Coolidge Dam Road, Globe",Military Historical Arms and Antiques,"190 N Broad St, Globe"
1145,2016-03-26,Triangle ,El Paso ,TX ,USA ,31.7618778,-106.4850217,The Hospitals of Providence Helipad,"1501-1599 East Cliff Drive, El Paso",US Army Reserve,"1733 Pleasonton Rd, Fort Bliss"
1146,2016-03-26,Disk ,New Lexington ,OH ,USA ,39.7139578,-82.2084804,Fairfield County Airport (LHQ),"3430 Old Columbus Road Northwest, Carroll",US Army Department,"1510 Moxahala Ave, Zanesville"
1147,2016-03-26,Unknown ,Chesterville ,ME ,USA ,44.55117449999999,-70.0861692,Augusta State Airport,"75 Airport Road, Augusta","US Army Recruiting Auburn, ME","730 Center St Unit 900, Auburn"
1148,2016-03-26,Lights Only ,Glenview ,IL ,USA ,42.0778065,-87.8223368,O'Hare International Airport,"10000 West O'Hare Avenue, Chicago",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
1149,2016-03-26,Oval ,Baltimore ,MD ,USA ,39.2903848,-76.6121893,Baltimore Police Department Heliport,"East Baltimore Street, Baltimore",US Army Department,"5611 Columbia Pike, Falls Church"
1150,2016-03-26,Lights Only ,Cedaredge ,CO ,USA ,38.9016487,-107.926454,Montrose Regional Airport,"2100 Airport Road, Montrose",Colorado Army National Guard Recruiting,"12147 6390 Rd, Montrose"
1151,2016-03-26,Circle ,Sarasota ,FL ,USA ,27.3364347,-82.53065269999999,,,Military Recruiting Office - U.S. Army,"5581 Broadcast Ct #103, Sarasota"
1152,2016-03-26,Circle ,York ,PA ,USA ,39.9625984,-76.727745,,,US Army Veterinary Clinic,"632 Wright Ave, Carlisle"
1153,2016-03-26,Teardrop ,West Newbury ,MA ,USA ,42.8014795,-70.989778,Manchester-Boston Regional Airport,"1 Airport Road, Manchester",US Army Department,"1059 Canal St, Manchester"
1154,2016-03-26,Orb/Sphere ,Pelican ,AK ,USA ,57.9608333,-136.2275,Pelican Seaplane Base,Pelican,,
1155,2016-03-26,Orb/Sphere ,Oklahoma City ,OK ,USA ,35.4675602,-97.5164276,St. Anthony Heliport,Oklahoma City,US Army Recruiting Office Moore,"9208 S. Western Brookwood Shopping Center, Oklahoma City"
1156,2016-03-27,Lights Only ,Gum Springs ,AR ,USA ,34.06732,-93.0918391,Memorial Field Airport,"525 Airport Road, Hot Springs",US Army Reserve Center,Arkadelphia
1157,2016-03-27,Cigar/Cylinder ,Epping ,NH ,USA ,43.0534843,-71.0735476,Manchester-Boston Regional Airport,"1 Airport Road, Manchester",US Army Department,"1059 Canal St, Manchester"
1158,2016-03-27,Fireball ,Bakersfield ,CA ,USA ,35.3732921,-119.0187125,,,US Army Department,"1512 S P St, Bakersfield"
1159,2016-03-27,Disk ,Santa Maria ,CA ,USA ,34.9530337,-120.4357191,San Luis Obispo County Regional Airport,"975 Airport Drive, San Luis Obispo",U.S ARMY SAN LUIS OBISPO RECRUITING STATION,"3860 Broad St #3c, San Luis Obispo"
1160,2016-03-27,Circle ,Naples ,FL ,USA ,26.1420358,-81.7948103,Private Jet Charter Naples Florida,"1051 3rd Street South #203, Naples",Military Recruiting Office- U.S. Army Naples,"2275 Pine Ridge Rd, Naples"
1161,2016-03-27,Cross ,Tulsa ,OK ,USA ,36.1539816,-95.99277500000001,Oklahoma State University Medical Center Heliport,"744 West 9th Street, Tulsa",US Army Department,"11510 E 21st St, Tulsa"
1162,2016-03-27,Orb/Sphere ,Los Angeles ,CA ,USA ,34.0522342,-118.2436849,Mont Blac Executive Car Service,"334 South Main Street #9108, Los Angeles",US Army Department,Los Alamitos
1163,2016-03-27,Rectangle ,Lubbock ,TX ,USA ,33.5778631,-101.8551665,Lubbock Preston Smith International Airport,"5401 North Martin L King Boulevard, Lubbock",US Army Department,"301 E Regis St, Lubbock"
1164,2016-03-28,Cigar/Cylinder ,North Myrtle Beach ,SC ,USA ,33.8160058,-78.680016,Myrtle Beach International Airport,"1100 Jetport Road, Myrtle Beach",US Army Reserve,"3392 Phillis Blvd, Myrtle Beach"
1165,2016-03-28,Circle ,Stafford ,VA ,USA ,38.4220687,-77.4083086,Shannon Airport-EZF,"3380 Shannon Airport Circle, Fredericksburg",Us Army,"8725 John J Kingman Rd #235, Fort Belvoir"
1166,2016-03-28,Disk ,Glenwood Springs ,CO ,USA ,39.5505376,-107.3247762,Eagle County Regional Airport,"217 Eldon Wilson Road, Gypsum",US Navy Recruiting,"3116 Blake Ave # B, Glenwood Springs"
1167,2016-03-28,Fireball ,Lakside ,MT ,USA ,48.019969,-114.2279084,Glacier Park International Airport,"4170 U.S. 2, Kalispell",US Army Reserve,"2989 US-93, Kalispell"
1168,2016-03-28,Fireball ,Rochester ,IL ,USA ,39.7494943,-89.53176030000002,Abraham Lincoln Capital Airport,"1200 Capital Airport Drive, Springfield",US Army Springfiled Recruiting Center,"3142 W White Oaks Dr, Springfield"
1169,2016-03-28,Lights Only ,Mt. Juliet ,TN ,USA ,36.200055,-86.5186054,Nashville International Airport,"1 Terminal Drive, Nashville",US Army Department,"110 9th Ave S, Nashville"
1170,2016-03-28,Lights Only ,Wentzvillle ,MO ,USA ,38.81144,-90.8529107,St. Louis Lambert International Airport,"10701 Lambert International Boulevard, St. Louis",Overlord Military Collectibles,"3008 Woodson Rd, Overland"
1171,2016-03-28,Lights Only ,Hamden ,CT ,USA ,41.3838782,-72.9026064,Rentschler Heliport,East Hartford,Army Reserve Unit,"87 Wooster Heights, Danbury"
1172,2016-03-28,Lights Only ,Tucson ,AZ ,USA ,32.2226066,-110.9747108,Tucson International Airport,"7250 South Tucson Boulevard, Tucson",Arizona National Guard Silverbell Army Heliport,"24641 E Pinal Airpark Rd #4500, Marana"
1173,2016-03-28,Lights Only ,Paradise ,CA ,USA ,39.7596061,-121.6219177,Chico Municipal Airport,"150 Airpark Boulevard, Chico",California Army National Guard,"2415 Tom Polk Ave, Chico"
1174,2016-03-28,Unknown ,Elyria ,OH ,USA ,41.3683798,-82.10764859999999,Cleveland Hopkins International Airport,"5300 Riverside Drive, Cleveland",U.S. Army,"300 Broadway, Lorain"
1175,2016-03-28,Other ,Monroe ,NC ,USA ,34.9854275,-80.5495112,Charlotte Douglas International Airport,"5501 Josh Birmingham Parkway, Charlotte",Jasmine’s Military Shop / AZ EAZY SURPLUS,"4913 Chastain Ave #25, Charlotte"
1176,2016-03-29,Fireball ,Boca Raton ,FL ,USA ,26.3683064,-80.1289321,,,MILITARY TRL at TOWN CTR RD,Boca Raton
1177,2016-03-29,Triangle ,Aurora ,CO ,USA ,39.7294319,-104.8319195,Denver International Airport,"8500 Peña Boulevard, Denver",US Army Department,"721 19th St #485, Denver"
1178,2016-03-29,Circle ,Irondequoit ,NY ,USA ,43.2133955,-77.5797226,Greater Rochester International Airport,"1200 Brooks Avenue, Rochester",Military & Naval Affairs Division,"100 Patriot Way, Rochester"
1179,2016-03-29,Disk ,Crestline ,CA ,USA ,34.2419509,-117.2855993,Ontario International Airport,Ontario,March ARB,"March Air Reserve Base, Perris Blvd, March Air Reserve Base"
1180,2016-03-29,Disk ,Surprise ,AZ ,USA ,33.6292337,-112.3679279,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
1181,2016-03-29,Circle ,Myrtle Beach ,SC ,USA ,33.6890603,-78.8866943,Myrtle Beach International Airport,"1100 Jetport Road, Myrtle Beach",US Army Reserve,"3392 Phillis Blvd, Myrtle Beach"
1182,2016-03-29,Triangle ,St. Paul ,MN ,USA ,44.9537029,-93.0899578,Saint Paul Ramsey Medical Center Heliport,Saint Paul,Military Issue,"640 Taft St NE, Minneapolis"
1183,2016-03-29,Triangle ,Windham ,NH ,USA ,42.8006441,-71.30422899999999,Moore Army Air Field,Ayer,US Army Department,"1059 Canal St, Manchester"
1184,2016-03-29,Unknown ,Morro Bay ,CA ,USA ,35.3659445,-120.8499924,San Luis Obispo County Regional Airport,"975 Airport Drive, San Luis Obispo",US Army Department,"18000 E Perimeter Rd, San Miguel"
1185,2016-03-29,Triangle ,Verona ,WI ,USA ,42.990831,-89.53317729999999,Dane County Regional Airport,"4000 International Lane, Madison",US Army Reserve,"410 E Leffler St, Dodgeville"
1186,2016-03-29,Orb/Sphere ,Dedham ,MA ,USA ,42.2436085,-71.1676536,Boston Logan International Airport,Boston,US Army Department,"US Army Department, 10 Causeway St, Boston"
1187,2016-03-29,Orb/Sphere ,Port Saint Lucie ,FL ,USA ,27.2730492,-80.3582261,Vero Beach Regional Airport,"3400 Cherokee Drive, Vero Beach",Victory Center Military Store,"6200 20th St, Vero Beach"
1188,2016-03-29,Triangle ,Auburn ,NY ,USA ,42.9317335,-76.5660529,Syracuse Hancock International Airport,"1000 Col Eileen Collins Boulevard, Syracuse",US Army Department,Romulus
1189,2016-03-29,Lights Only ,Royal Palm Beach ,FL ,USA ,26.7083984,-80.2306019,Palm Beach International Airport,"1000 James L Turnage Boulevard, West Palm Beach",MILITARY TRL at TOWN CTR RD,Boca Raton
1190,2016-03-29,Lights Only ,Shelton ,WA ,USA ,47.2150945,-123.1007066,Tacoma Narrows Airport,"1202 26th Avenue Northwest, Gig Harbor",US Army Department,Tacoma
1191,2016-03-29,Lights Only ,Denver Metro ,CO ,USA ,39.5142848,-104.8454619,Denver International Airport,"8500 Peña Boulevard, Denver",US Army Department,"721 19th St #485, Denver"
1192,2016-03-30,Fireball ,Winston-Salem ,NC ,USA ,36.09985959999999,-80.244216,Piedmont Triad International Airport,"1000 Ted Johnson Parkway, Greensboro",US Army Reserve,"1245 N Martin Luther King Jr Dr, Winston-Salem"
1193,2016-03-30,Other ,Surprise ,AZ ,USA ,33.6292337,-112.3679279,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
1194,2016-03-30,Diamond ,Bushkill ,PA ,USA ,41.09342900000001,-75.0018401,Pocono Mountains Municipal-Mpo,United States,Richard's Military Post Exchange,"264 E Main St, Port Jervis"
1195,2016-03-30,Orb/Sphere ,Sacramento ,CA ,USA ,38.5815719,-121.4943996,,,270th Military Police Company,"8410 Okinawa St, Sacramento"
1196,2016-03-30,Disk ,High Point ,NC ,USA ,35.9556923,-80.0053176,,,US Army Reserve,"1245 N Martin Luther King Jr Dr, Winston-Salem"
1197,2016-03-30,Disk ,Burien ,WA ,USA ,47.4668384,-122.3405305,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
1198,2016-03-30,Circle ,Maywood ,CA ,USA ,33.9866807,-118.185349,,,US Army Department,Los Alamitos
1199,2016-03-30,Lights Only ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
1200,2016-03-30,Oval ,New York City  ,NY ,USA ,40.7127753,-74.0059728,Saker Aviation Services,"6 East River Greenway, Bikeway",United States Department of the Army,"Area Command, Brooklyn"
1201,2016-03-30,Triangle ,Corydon ,IN ,USA ,38.2120121,-86.1219155,Louisville International Airport,"600 Terminal Drive, Louisville",U.S. Army Marketing and Engagement Brigade,"Munoz Building 9th Cavalry Regiment Road, Fort Knox"
1202,2016-03-30,Other ,Columbus ,GA ,USA ,32.4609764,-84.9877094,Columbus Airport,"3250 West Britt David Road, Columbus",Post Locator : US Army Department,"7300 Ingersoll St, Fort Benning"
1203,2016-03-31,Oval ,Arlington ,TX ,USA ,32.735687,-97.10806559999999,Arlington Memorial Hospital Heliport,"800 West Randol Mill Road, Arlington",Military Masters,Mesquite
1204,2016-03-31,Lights Only ,Redmond ,OR ,USA ,44.2726203,-121.1739212,Saint Charles Medical Center Heliport,Bend,National Guard Training Center,"8540 SW Cavalry Way, Powell Butte"
1205,2016-03-31,Cigar/Cylinder ,San Diego ,CA ,USA ,32.715738,-117.1610838,,,Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
1206,2016-03-31,Oval ,Rehoboth Beach ,DE ,USA ,38.7209454,-75.07601369999999,Cape May Airport,"507 Terminal Drive, Rio Grande",Military Exchange,"38660 Sussex Hwy, Delmar"
1207,2016-03-31,Diamond ,Chapmanville ,WV ,USA ,37.9737114,-82.0173502,Logan County Airport,"3236 Band Mill Hollow Rd, Logan",Army,"1705 Coonskin Dr, Charleston"
1208,2016-03-31,Lights Only ,St. Helens ,OR ,USA ,45.85896100000001,-122.8212356,Mountaindale Airstrip,Banks,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
1209,2016-03-31,Lights Only ,Ft. Lauderdale ,FL ,USA ,26.1224386,-80.13731740000001,Las Olas Centre I,"450 East Las Olas Boulevard, Fort Lauderdale",MILITARY TRL at TOWN CTR RD,Boca Raton
1210,2016-03-31,Lights Only ,Portland ,OR ,USA ,45.5051064,-122.6750261,A2 Global Shipping,"115 Southeast Yamhill Street #65h, Portland",Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
1211,2016-03-31,Fireball ,Shasta Lake ,CA ,USA ,40.6804279,-122.3708419,Redding Airport,"6751 Woodrum Circle # 200, Redding",Military Surplus,"107220019000, Redding"
1212,2016-04-01,Other ,Surprise ,AZ ,USA ,33.6292337,-112.3679279,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
1213,2016-04-01,Lights Only ,Reardan ,WA ,USA ,47.6696057,-117.8777335,Spokane International Airport,"9000 West Airport Drive, Spokane",US Marine Corps,"221 N Wall St, Spokane"
1214,2016-04-01,Lights Only ,Billings ,MT ,USA ,45.7832856,-108.5006904,Terminal,"1901 Terminal Circle, Billings",US Army Department,"2671 Gabel Rd, Billings"
1215,2016-04-01,Lights Only ,Puyallup ,WA ,USA ,47.1853785,-122.2928974,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Us Army,"13 A Bldg99, Lewis Mcchord"
1216,2016-04-01,Lights Only ,Portland ,OR ,USA ,45.5051064,-122.6750261,A2 Global Shipping,"115 Southeast Yamhill Street #65h, Portland",Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
1217,2016-04-01,Lights Only ,Salt Lake City ,UT ,USA ,40.7607793,-111.8910474,American Towers Heliport,Salt Lake City,US Army Reserve Center,"4550 S 1300 E, Millcreek"
1218,2016-04-01,Lights Only ,San Jose ,CA ,USA ,37.3382082,-121.8863286,,,US Defense Department,"1265 Borregas Ave, Sunnyvale"
1219,2016-04-01,Lights Only ,Pomona ,NY ,USA ,41.1912507,-74.05644989999999,Westchester County Airport,"240 Airport Road, White Plains",Division of Military and Naval Affairs,"643 Park Ave, New York"
1220,2016-04-01,Other ,Lancaster ,NY ,USA ,42.9006144,-78.6703062,Buffalo Niagara International Airport,"4200 Genesee Street, Buffalo",Military,Buffalo
1221,2016-04-01,Lights Only ,San Francisco ,CA ,USA ,37.7749295,-122.4194155,,,US Defense Department,"1265 Borregas Ave, Sunnyvale"
1222,2016-04-01,Circle ,Spokane ,WA ,USA ,47.6587802,-117.4260465,Deaconess Medical Center Heliport,Spokane,Northwest Military Vehicles Ltd. Co.,"1287 N Greensferry Rd, Post Falls"
1223,2016-04-01,Unknown ,Portland ,OR ,USA ,45.5051064,-122.6750261,A2 Global Shipping,"115 Southeast Yamhill Street #65h, Portland",Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
1224,2016-04-01,Orb/Sphere ,Olympia ,WA ,USA ,47.0378741,-122.9006951,Tacoma Narrows Airport,"1202 26th Avenue Northwest, Gig Harbor",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
1225,2016-04-01,Fireball ,Fayetteville ,AR ,USA ,36.0662419,-94.15785299999999,Northwest Arkansas National Airport,"1 Airport Boulevard, Bentonville",US Army Department,"Highway 71 S, Fayetteville"
1226,2016-04-01,Disk ,Moore ,OK ,USA ,35.3395079,-97.48670279999999,Will Rogers World Airport,"7100 Terminal Drive, Oklahoma City",US Army Recruiting Office Moore,"9208 S. Western Brookwood Shopping Center, Oklahoma City"
1227,2016-04-01,Orb/Sphere ,Troutdale ,OR ,USA ,45.5407696,-122.3906213,McGill Airstrip,Estacada,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
1228,2016-04-01,Triangle ,Walkertown ,NC ,USA ,36.1754148,-80.1531009,Piedmont Triad International Airport,"1000 Ted Johnson Parkway, Greensboro",US Army Reserve,"1245 N Martin Luther King Jr Dr, Winston-Salem"
1229,2016-04-01,Circle ,Sun City West ,AZ ,USA ,33.6619819,-112.3412726,,,Military Items,"5623 W Glendale Ave, Glendale"
1230,2016-04-01,Fireball ,Bakersfield ,CA ,USA ,35.3732921,-119.0187125,,,US Army Department,"1512 S P St, Bakersfield"
1231,2016-04-01,Boomerang/V-Shaped ,St. Charles ,MO ,USA ,38.7881062,-90.4974359,St. Louis Lambert International Airport,"10701 Lambert International Boulevard, St. Louis",US Army Reserve Center,"4100 Goodfellow Blvd, St. Louis"
1232,2016-04-01,Fireball ,Goodyear ,AZ ,USA ,33.4353394,-112.3576567,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
1233,2016-04-01,Triangle ,Rumney ,NH ,USA ,43.80534859999999,-71.8125811,Lebanon Municipal Airport,"5 Airpark Road, West Lebanon",National Guard,"99 Fairground Rd, Bradford"
1234,2016-04-01,Unknown ,Portland ,OR ,USA ,45.5051064,-122.6750261,A2 Global Shipping,"115 Southeast Yamhill Street #65h, Portland",Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
1235,2016-04-01,Orb/Sphere ,Kalispell ,MT ,USA ,48.1919889,-114.316813,Glacier Park International Airport,"4170 U.S. 2, Kalispell",US Army Reserve,"2989 US-93, Kalispell"
1236,2016-04-01,Orb/Sphere ,Kalispell ,MT ,USA ,48.1919889,-114.316813,Glacier Park International Airport,"4170 U.S. 2, Kalispell",US Army Reserve,"2989 US-93, Kalispell"
1237,2016-04-01,Triangle ,Port Orange ,FL ,USA ,29.1383165,-80.9956105,Daytona Beach International Airport (DAB),"700 Catalina Drive, Daytona Beach",Florida Army National Guard Recruiting Center,"1000 Aviation Dr, Palm Coast"
1238,2016-04-01,Orb/Sphere ,Seattle ,WA ,USA ,47.6062095,-122.3320708,Port of Seattle,"2711 Alaskan Way, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
1239,2016-04-02,Lights Only ,Tacoma ,WA ,USA ,47.2528768,-122.4442906,Saint Joseph Hospital Heliport,Tacoma,Us Army,"13 A Bldg99, Lewis Mcchord"
1240,2016-04-02,Lights Only ,Avondale ,AZ ,USA ,33.4355977,-112.3496021,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
1241,2016-04-02,Lights Only ,Navasota ,TX ,USA ,30.3879845,-96.0877349,Easterwood Airport,"1 McKenzie Terminal Boulevard, College Station",Military Depot,"105 Walton Dr, College Station"
1242,2016-04-02,Lights Only ,Garden City ,MI ,USA ,42.3255928,-83.3310422,Detroit Metropolitan Wayne County Airport,"11050 West G Rogell Drive #602, Detroit",US Army Department,"2254 Crooks Rd, Rochester Hills"
1243,2016-04-02,Circle ,Wasilla ,AK ,USA ,61.58087629999999,-149.4410598,Bryant Army Heliport,Anchorage,US Army Department,"1717 C St, Anchorage"
1244,2016-04-02,Lights Only ,Tracy ,CA ,USA ,37.7395818,-121.4260018,Stockton Metropolitan Airport,"5000 South Airport Way, Stockton",GoArmy Modesto,"2100 Standiford Ave suite g-1, Modesto"
1245,2016-04-02,Triangle ,Las Vegas ,NV ,USA ,36.1699412,-115.1398296,Big Land Desert City,"160 Las Vegas Boulevard North, Las Vegas",US Army Department,"2901 E Sahara Ave, Las Vegas"
1246,2016-04-02,Unknown ,Hudson ,MI ,USA ,41.8550479,-84.35383589999999,A C Miller Airport,"4291 Miller Road, Osseo",Military Department of Indiana,"2660 Eber Rd, Monclova"
1247,2016-04-02,Unknown ,San Diego ,CA ,USA ,32.715738,-117.1610838,,,Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
1248,2016-04-02,Unknown ,Portland ,OR ,USA ,45.5051064,-122.6750261,A2 Global Shipping,"115 Southeast Yamhill Street #65h, Portland",Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
1249,2016-04-02,Unknown ,St. Louis ,MO ,USA ,38.6270025,-90.19940419999999,Fostaire Helicopters,United States,US Army Reserve Center,"4100 Goodfellow Blvd, St. Louis"
1250,2016-04-02,Lights Only ,Riverside ,CA ,USA ,33.9806005,-117.3754942,City Hall Heliport,"3101 Main Street, Riverside",US Defense Department,"26722 Plaza, Mission Viejo"
1251,2016-04-02,Lights Only ,Allentown ,NJ ,USA ,40.1778886,-74.58348869999999,Bradford Field,Flemington,United States Department of the Army,"Area Command, Brooklyn"
1252,2016-04-02,Circle ,Limerick ,PA ,USA ,40.2383606,-75.5393155,Philadelphia International Airport,"8000 Essington Ave, Philadelphia",US Army Inventory Research,"S 2nd St, Philadelphia"
1253,2016-04-02,Circle ,Pt. Townsend ,WA ,USA ,48.11703869999999,-122.7604471,Paine Field,"3220 100th Street Southwest, Everett",US Navy Department,"610 Dowell Rd, Keyport"
1254,2016-04-02,Orb/Sphere ,Port Townsend ,WA ,USA ,48.11703869999999,-122.7604471,Paine Field,"3220 100th Street Southwest, Everett",US Navy Department,"610 Dowell Rd, Keyport"
1255,2016-04-02,Fireball ,New York City  ,NY ,USA ,40.7127753,-74.0059728,Saker Aviation Services,"6 East River Greenway, Bikeway",United States Department of the Army,"Area Command, Brooklyn"
1256,2016-04-02,Fireball ,Rowlett ,TX ,USA ,32.9029017,-96.56388,Phil L Hudson Municipal Airport,Mesquite,Military Masters,Mesquite
1257,2016-04-02,Orb/Sphere ,Long Beach ,CA ,USA ,33.7700504,-118.1937395,Heliport,"525 East Seaside Way, Long Beach",US Army Department,Los Alamitos
1258,2016-04-02,Lights Only ,Folsom ,CA ,USA ,38.6779591,-121.1760583,Sacramento International Airport,"6900 Airport Boulevard, Sacramento",270th Military Police Company,"8410 Okinawa St, Sacramento"
1259,2016-04-02,Boomerang/V-Shaped ,Nampa ,ID ,USA ,43.5788175,-116.55978,Boise Airport,"3201 West Airport Way #1000, Boise",US Army Department,"4279 W Harvard St, Boise"
1260,2016-04-02,Rectangle ,Center Line ,MI ,USA ,42.4850362,-83.0277002,Stoney Point (Le Cunff) Airport,Lakeshore,US Army Department,"2254 Crooks Rd, Rochester Hills"
1261,2016-04-03,Orb/Sphere ,Palatine ,IL ,USA ,42.1103041,-88.03424000000001,O'Hare International Airport,"10000 West O'Hare Avenue, Chicago",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
1262,2016-04-03,Unknown ,Port Orange ,FL ,USA ,29.1383165,-80.9956105,Daytona Beach International Airport (DAB),"700 Catalina Drive, Daytona Beach",Florida Army National Guard Recruiting Center,"1000 Aviation Dr, Palm Coast"
1263,2016-04-03,Unknown ,Wickieup ,AZ ,USA ,34.7051439,-113.6118214,Bagdad Airport,"100 North Bagdad Airport Road, Bagdad",Mc Kee Foods Corporation,"2675 Oatman Rd, Golden Valley"
1264,2016-04-03,Lights Only ,Grant ,CO ,USA ,39.45996239999999,-105.663073,Ptarmigan Heliport,Evergreen,US Army Reserve Center,"Federal Ave, Lakewood"
1265,2016-04-03,Other ,Hagerstown ,MD ,USA ,39.6417629,-77.71999319999999,Hagerstown Regional Airport,"18434 Showalter Road, Hagerstown",Us Army,"1 Overcash Ave, Chambersburg"
1266,2016-04-03,Teardrop ,Columbia ,MD ,USA ,39.2037144,-76.86104619999999,Norwood,Sandy Spring,Us Army,"1413 Research Blvd, Rockville"
1267,2016-04-03,Lights Only ,St. Charles ,IL ,USA ,41.9141945,-88.3086867,O'Hare International Airport,"10000 West O'Hare Avenue, Chicago",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
1268,2016-04-03,Circle ,Cleveland ,OH ,USA ,41.49932,-81.6943605,Burke Lakefront Airport,"1501 North Marginal Road, Cleveland",Us Army ROTC,University Heights
1269,2016-04-03,Circle ,Post Falls ,ID ,USA ,47.7179578,-116.9515856,Spokane International Airport,"9000 West Airport Drive, Spokane",Northwest Military Vehicles Ltd. Co.,"1287 N Greensferry Rd, Post Falls"
1270,2016-04-04,Lights Only ,High Point ,NJ ,USA ,41.32065,-74.6615515,Greenwood Lake Airport-4n1,"126 Airport Road, West Milford",Richard's Military Post Exchange,"264 E Main St, Port Jervis"
